"ordering","paper","publication_date","city","state","region","trade_type","market_label","sampling_date","market_sector","capturing_sector","species_id","genus","family","order","superorder","elasmobranchii_or_teleostei","dna_technique","dna_analysis","gene","iucn_redlist_(paper_status)","iucn_redlist_(updated_status)","redbook_status_(445/2014)","redbook_status_(148/2022)","cites_listed_species","mislabel(in53)","endemic_species","ps"
"A1904","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1905","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1906","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1907","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1908","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1909","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1910","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1911","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1912","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1913","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1914","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1915","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1916","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1917","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1918","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1919","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1920","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Dasyatis sp.","Dasyatis","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","NA","NA","NA","NA","no","no","no","mesmo por Bayesian phylogenetic inference tree o COI não conseguiu identificar... (por erro da base de dado)"
"A1921","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1922","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1923","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1924","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1925","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1926","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1927","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1928","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1929","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1930","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1931","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1932","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1933","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1934","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1935","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1936","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1937","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1938","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Gymnura altavela","Gymnura","Gymnuridae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","VU","EN","CR","CR","no","no","no","NA"
"A1939","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Hypanus americanus","Hypanus","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","DD","NT","VU","VU","no","no","no","NA"
"A1940","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Hypanus americanus","Hypanus","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","DD","NT","VU","VU","no","no","no","NA"
"A1941","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Hypanus americanus","Hypanus","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","DD","NT","VU","VU","no","no","no","NA"
"A1942","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Hypanus americanus","Hypanus","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","DD","NT","VU","VU","no","no","no","NA"
"A1943","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Hypanus americanus","Hypanus","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","DD","NT","VU","VU","no","no","no","NA"
"A1944","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Hypanus americanus","Hypanus","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","DD","NT","VU","VU","no","no","no","NA"
"A1945","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Hypanus americanus","Hypanus","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","DD","NT","VU","VU","no","no","no","NA"
"A1946","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Hypanus americanus","Hypanus","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","DD","NT","VU","VU","no","no","no","NA"
"A1947","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Hypanus americanus","Hypanus","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","DD","NT","VU","VU","no","no","no","NA"
"A1948","Ferrette et al. 2019a","2019","Cananéia/Peruíbe/Itanhaém/Praia Grande/Santos/São Sebastião/Caraguatuba/Ubatuba","São Paulo","Southeast","bycatch","ray","2012-2018","NA","Bycatch fishery landing","Hypanus americanus","Hypanus","Dasyatidae","Myliobatiformes","Batoidea","Elasmobranchii","DNA sequencing","phylogenetics","COI","DD","NT","VU","VU","no","no","no","NA"
